:Mots:Transcription Phonétique:Paires Minimales:POS:Fréquence:Synonyme:WordNet
39:['contrat', 'contrer']:['kɔ̃tʁa', 'kɔ̃tʁe']:['a', 'e']:['Nom', 'Verbe']:['2', '2']:['agreement.n', 'sabotage.v']:"{'contrat': ""{'hypernym': 'speech_act.n 'near_antonym': 'disagreement.n 'eng_derivative': 'agree.v.07')} "", 'contrer': ""{'hypernym': 'disobey.v 'eng_derivative': 'sabotage.n}""}"
40:['crachat', 'cracher']:['kʁaʃa', 'kʁaʃe']:['a', 'e']:['Nom', 'Verbe']:['1', '2']:['saliva.n', 'sprinkle.v']:"{'crachat': ""{'hypernym': 'secretion.n 'holo_part': 'salivary_gland.n 'eng_derivative': 'salivary.a} "", 'cracher': ""{'hypernym': 'rain.v 'eng_derivative': 'scattering.n}""}"
41:['format', 'former']:['fɔʁma', 'fɔʁme']:['a', 'e']:['Nom', 'Verbe']:['1', '1']:['format.n', 'pattern.v']:"{'format': ""{'hypernym': 'information.n 'eng_derivative': 'format.v 'category_domain': 'computer.n} "", 'former': ""{'hypernym': 'match.v 'eng_derivative': 'traffic_pattern.n}""}"
42:['gars', 'gué']:['ga', 'ge']:['a', 'e']:['Nom', 'Nom']:['2', '1']:['geezer.n', 'ford.n']:"{'gars': ""{'hypernym': 'man.n 'eng_derivative': 'old_age.n 'usage_domain': 'colloquialism.n} "", 'gué': ""{'hypernym': 'body_of_water.n 'holo_part': 'stream.n 'eng_derivative': 'ford.v}""}"
43:['habitat', 'habiter']:['abita', 'abite']:['a', 'e']:['Nom', 'Verbe']:['1', '2']:['habitat.n', 'people.v']:"{'habitat': ""{'hypernym': 'environment.n} "", 'habiter': ""{'hypernym': 'populate.v 'eng_derivative': 'multitude.n}""}"
44:['internat', 'interner']:['ɛ̃tɛʁna', 'ɛ̃tɛʁne']:['a', 'e']:['Nom', 'Verbe']:['2', '2']:['boarding_school.n', 'commit.v']:"{'internat': ""{'hypernym': 'private_school.n 'near_antonym': 'day_school.n} "", 'interner': ""{'hypernym': 'transfer.v 'eng_derivative': 'mental_hospital.n}""}"
45:['joie', 'jouer']:['ʒwa', 'ʒwe']:['a', 'e']:['Nom', 'Verbe']:['3', '2']:['happiness.n', 'act.v']:"{'joie': ""{'hypernym': 'emotional_state.n 'near_antonym': 'unhappiness.n 'be_in_state': 'unhappy.a 'eng_derivative': 'happy.a} "", 'jouer': ""{'hypernym': 'be.v 'verb_group': 'act.v.10') 'eng_derivative': 'act.n.04')}""}"
46:['légat', 'léguer']:['lega', 'lege']:['a', 'e']:['Nom', 'Verbe']:['2', '1']:['legate.n', 'impart.v']:"{'légat': ""{'hypernym': 'emissary.n 'holo_member': 'legation.n 'eng_derivative': 'legation.n} "", 'léguer': ""{'hypernym': 'tell.v 'verb_group': 'give.v 'eng_derivative': 'giving.n}""}"
47:['loi', 'louer']:['lwa', 'lwe']:['a', 'e']:['Nom', 'Verbe']:['2', '2']:['statutory_law.n', 'rent.v']:"{'loi': ""{'hypernym': 'law.n 'category_domain': 'law.n} "", 'louer': ""{'hypernym': 'contract.v 'eng_derivative': 'lease.n}""}"
48:['magot', 'mégot']:['mago', 'mego']:['a', 'e']:['Nom', 'Nom']:['2', '2']:['barbary_ape.n', 'butt.n']:"{'magot': ""{'hypernym': 'macaque.n} "", 'mégot': ""{'hypernym': 'part.n}""}"
49:['malaise', 'mélèze']:['malɛz', 'melɛz']:['a', 'e']:['Nom', 'Nom']:['2', '2']:['malaise.n', 'larch.n']:"{'malaise': ""{'hypernym': 'discomfort.n 'eng_derivative': 'uneasy.s} "", 'mélèze': ""{'hypernym': 'wood.n 'holo_portion': 'larch.n}""}"
50:['marina', 'mariner']:['maʁina', 'maʁine']:['a', 'e']:['Nom', 'Verbe']:['3', '3']:['marina.n', 'marinade.v']:"{'marina': ""{'hypernym': 'dock.n} "", 'mariner': ""{'hypernym': 'steep.v 'eng_derivative': 'marinade.n 'category_domain': 'cooking.n}""}"
51:['massage', 'message']:['masaʒ', 'mesaʒ']:['a', 'e']:['Nom', 'Nom']:['2', '1']:['massage.n', 'signal.n']:"{'massage': ""{'hypernym': 'treatment.n 'eng_derivative': 'massage.v} "", 'message': ""{'hypernym': 'incitement.n}""}"
52:['moka', 'moquer']:['mɔka', 'mɔke']:['a', 'e']:['Nom', 'Verbe']:['1', '1']:['mocha.n', 'bamboozle.v']:"{'moka': ""{'hypernym': 'leather.n} "", 'moquer': ""{'hypernym': 'deceive.v}""}"
53:['papier', 'pépier']:['papje', 'pepje']:['a', 'e']:['Nom', 'Verbe']:['1', '2']:['paper.n', 'peep.v']:"{'papier': ""{'hypernym': 'material.n 'eng_derivative': 'chartaceous.a} "", 'pépier': ""{'hypernym': 'utter.v 'eng_derivative': 'chirrup.n}""}"
54:['para', 'parer']:['paʁa', 'paʁe']:['a', 'e']:['Nom', 'Verbe']:['1', '1']:['paratrooper.n', 'deck.v']:"{'para': ""{'hypernym': 'soldier.n 'holo_member': 'paratroops.n} "", 'parer': ""{'hypernym': 'decorate.v}""}"
55:['paria', 'parier']:['paʁja', 'paʁje']:['a', 'e']:['Nom', 'Verbe']:['2', '2']:['outcast.n', 'bet.v']:"{'paria': ""{'hypernym': 'unfortunate.n 'eng_derivative': 'friendless.s} "", 'parier': ""{'hypernym': 'gamble.v 'verb_group': 'play.v.29') 'eng_derivative': 'stake.n.04')}""}"
56:['pika', 'piquer']:['pika', 'pike']:['a', 'e']:['Nom', 'Verbe']:['3', '2']:['pika.n', 'wangle.v']:"{'pika': ""{'hypernym': 'lagomorph.n 'holo_member': 'ochotonidae.n} "", 'piquer': ""{'hypernym': 'achieve.v 'eng_derivative': 'finagler.n}""}"
57:['plagiat', 'plagier']:['plaʒja', 'plaʒje']:['a', 'e']:['Nom', 'Verbe']:['3', '2']:['plagiarism.n', 'plagiarize.v']:"{'plagiat': ""{'hypernym': 'writing.n 'eng_derivative': 'plagiarist.n} "", 'plagier': ""{'hypernym': 'steal.v 'eng_derivative': 'plagiarist.n 'category_domain': 'crime.n}""}"
58:['postulat', 'postuler']:['pɔstyla', 'pɔstyle']:['a', 'e']:['Nom', 'Verbe']:['1', '2']:['postulate.n', 'postulate.v']:"{'postulat': ""{'hypernym': 'proposition.n 'eng_derivative': 'postulate.v 'category_domain': 'logic.n} "", 'postuler': ""{'hypernym': 'presuppose.v 'eng_derivative': 'postulator.n}""}"
59:['ra', 'ré']:['ʁa', 'ʁe']:['a', 'e']:['Nom', 'Nom']:['1', '2']:['radium.n', 're.n']:"{'ra': ""{'hypernym': 'metallic_element.n 'holo_portion': 'uranium_ore.n} "", 'ré': ""{'hypernym': 'solfa_syllable.n}""}"
60:['résultat', 'résulter']:['ʁezylta', 'ʁezylte']:['a', 'e']:['Nom', 'Verbe']:['3', '3']:['effect.n', 'postdate.v']:"{'résultat': ""{'hypernym': 'symptom.n 'eng_derivative': 'effect.v} "", 'résulter': ""{'near_antonym': 'predate.v 'verb_group': 'follow.v}""}"
61:['salé', 'seller']:['sale', 'sele']:['a', 'e']:['Nom', 'Verbe']:['1', '2']:['salty.s', 'saddle.v']:"{'salé': ""{'similar_to': 'tasty.a 'eng_derivative': 'salt.n} "", 'seller': ""{'hypernym': 'attach.v 'near_antonym': 'unsaddle.v 'eng_derivative': 'stable_gear.n}""}"
62:['salat', 'saler']:['sala', 'sale']:['a', 'e']:['Nom', 'Verbe']:['3', '1']:['salat.n', 'salt.v']:"{'salat': ""{'hypernym': 'pillar_of_islam.n} "", 'saler': ""{'hypernym': 'season.v 'eng_derivative': 'salter.n 'category_domain': 'cooking.n}""}"
63:['saler', 'seller']:['sale', 'sele']:['a', 'e']:['Verbe', 'Verbe']:['1', '2']:['salt.v', 'saddle.v']:"{'saler': ""{'hypernym': 'season.v 'eng_derivative': 'salter.n 'category_domain': 'cooking.n} "", 'seller': ""{'hypernym': 'attach.v 'near_antonym': 'unsaddle.v 'eng_derivative': 'stable_gear.n}""}"
64:['tamia', 'tamier']:['tamja', 'tamje']:['a', 'e']:['Nom', 'Nom']:['2', '3']:['chipmunk.n', 'black_bryony.n']:"{'tamia': ""{'hypernym': 'squirrel.n 'holo_member': 'eutamias.n} "", 'tamier': ""{'hypernym': 'vine.n 'holo_member': 'tamus.n}""}"
65:['tracas', 'tracker']:['tʁaka', 'tʁake']:['a', 'e']:['Nom', 'Verbe']:['2', '3']:['fuss.n', 'tracker.n']:"{'tracas': ""{'hypernym': 'perturbation.n 'eng_derivative': 'trouble.v} "", 'tracker': ""{'hypernym': 'hunter.n 'eng_derivative': 'chase.v}""}"
66:['visa', 'viser']:['viza', 'vize']:['a', 'e']:['Nom', 'Verbe']:['1', '1']:['visa.n', 'refer.v']:"{'visa': ""{'hypernym': 'sanction.n 'holo_part': 'passport.n 'eng_derivative': 'visa.v} "", 'viser': ""{'verb_group': 'allude.v 'eng_derivative': 'applicability.n}""}"
67:['voie', 'vouer']:['vwa', 'vwe']:['a', 'e']:['Nom', 'Verbe']:['3', '1']:['commission.n', 'destine.v']:"{'voie': ""{'hypernym': 'command.n 'eng_derivative': 'commissioner.n} "", 'vouer': ""{'hypernym': 'ordain.v 'eng_derivative': 'destiny.n}""}"
68:['aï', 'phi']:['ai', 'fi']:['a', 'f']:['Nom', 'Nom']:['1', '1']:['sloth.n', 'phi.n']:"{'aï': ""{'hypernym': 'reluctance.n 'eng_derivative': 'faineant.s} "", 'phi': ""{'hypernym': 'letter.n 'holo_member': 'greek_alphabet.n}""}"
69:['ahuri', 'furie']:['ayʁi', 'fyʁi']:['a', 'f']:['Nom', 'Nom']:['1', '1']:['dumbfounded.s', 'fury.n']:"{'ahuri': ""{'similar_to': 'surprised.a} "", 'furie': ""{'hypernym': 'anger.n 'eng_derivative': 'ramp.v}""}"
70:['alors', 'flore']:['alɔʁ', 'flɔʁ']:['a', 'f']:['Adverbe', 'Nom']:['1', '3']:['then.n', 'vegetation.n']:"{'alors': ""{'hypernym': 'point.n} "", 'flore': ""{'hypernym': 'collection.n 'holo_member': 'biota.n 'near_antonym': 'fauna.n 'eng_derivative': 'vegetal.a 'category_domain': 'plant.n}""}"
71:['août', 'fou']:['au', 'fu']:['a', 'f']:['Nom', 'Nom']:['1', '2']:['august.n', 'lunatic.n']:"{'août': ""{'hypernym': 'gregorian_calendar_month.n 'holo_part': 'gregorian_calendar.n} "", 'fou': ""{'hypernym': 'sick_person.n 'eng_derivative': 'maniacal.s}""}"
72:['arête', 'fret']:['aʁɛt', 'fʁɛt']:['a', 'f']:['Nom', 'Nom']:['1', '1']:['bridge.n', 'freight.n']:"{'arête': ""{'hypernym': 'structure.n 'holo_part': 'nose.n} "", 'fret': ""{'hypernym': 'rate.n 'eng_derivative': 'freight.v}""}"
73:['arack', 'frac']:['aʁak', 'fʁak']:['a', 'f']:['Nom', 'Nom']:['3', '3']:['arrack.n', 'swallow-tailed_coat.n']:"{'arack': ""{'hypernym': 'liquor.n} "", 'frac': ""{'hypernym': 'jacket.n 'holo_part': 'morning_dress.n}""}"
74:['arène', 'frêne']:['aʁɛn', 'fʁɛn']:['a', 'f']:['Nom', 'Nom']:['2', '1']:['sand.n', 'ash.n']:"{'arène': ""{'instance_hypernym': 'writer.n} "", 'frêne': ""{'hypernym': 'residue.n 'eng_derivative': 'ash-grey.s}""}"
75:['aronde', 'fronde']:['aʁɔ̃d', 'fʁɔ̃d']:['a', 'f']:['Nom', 'Nom']:['1', '1']:['swallow.n', 'slingshot.n']:"{'aronde': ""{'hypernym': 'taste.n 'eng_derivative': 'sup.v} "", 'fronde': ""{'hypernym': 'plaything.n 'eng_derivative': 'catapultic.a}""}"
76:['arrimer', 'frimer']:['aʁime', 'fʁime']:['a', 'f']:['Verbe', 'Verbe']:['2', '1']:['stow.v', 'flaunt.v']:"{'arrimer': ""{'hypernym': 'pack.v 'eng_derivative': 'stowage.n} "", 'frimer': ""{'hypernym': 'expose.v 'eng_derivative': 'exhibitionist.n}""}"
77:['arrimeur', 'frimeur']:['aʁimœʁ', 'fʁimœʁ']:['a', 'f']:['Nom', 'Nom']:['2', '2']:['stevedore.n', 'exhibitionist.n']:"{'arrimeur': ""{'hypernym': 'laborer.n 'eng_derivative': 'dock.v} "", 'frimeur': ""{'hypernym': 'egotist.n 'eng_derivative': 'exhibitionism.n}""}"
78:['aï', 'gui']:['ai', 'gi']:['a', 'g']:['Nom', 'Nom']:['1', '1']:['sloth.n', 'mistletoe.n']:"{'aï': ""{'hypernym': 'reluctance.n 'eng_derivative': 'faineant.s} "", 'gui': ""{'hypernym': 'parasitic_plant.n 'holo_member': 'phoradendron.n}""}"
79:['août', 'goût']:['au', 'gu']:['a', 'g']:['Nom', 'Nom']:['1', '2']:['august.n', 'taste.n']:"{'août': ""{'hypernym': 'gregorian_calendar_month.n 'holo_part': 'gregorian_calendar.n} "", 'goût': ""{'hypernym': 'small_indefinite_quantity.n 'holo_part': 'helping.n 'eng_derivative': 'sample.v}""}"
80:['arille', 'grille']:['aʁij', 'gʁij']:['a', 'g']:['Nom', 'Nom']:['2', '1']:['aril.n', 'scale.n']:"{'arille': ""{'hypernym': 'plant_part.n} "", 'grille': ""{'hypernym': 'standard.n 'eng_derivative': 'scale.v}""}"
81:['abat', 'habit']:['aba', 'abi']:['a', 'i']:['Nom', 'Nom']:['1', '3']:['offal.n', 'dress_suit.n']:"{'abat': ""{'hypernym': 'variety_meat.n} "", 'habit': ""{'hypernym': 'formalwear.n}""}"
82:['abysse', 'ibis']:['abis', 'ibis']:['a', 'i']:['Nom', 'Nom']:['2', '1']:['gulf.n', 'threskiornis.n']:"{'abysse': ""{'hypernym': 'chasm.n} "", 'ibis': ""{'hypernym': 'bird_genus.n 'holo_member': 'threskiornithidae.n}""}"
83:['écaille', 'équille']:['ekaj', 'ekij']:['a', 'i']:['Nom', 'Nom']:['2', '2']:['scale.n', 'sand_lance.n']:"{'écaille': ""{'hypernym': 'standard.n 'eng_derivative': 'scale.v} "", 'équille': ""{'hypernym': 'spiny-finned_fish.n 'holo_member': 'ammodytes.n}""}"
84:['économat', 'économie']:['ekɔnɔma', 'ekɔnɔmi']:['a', 'i']:['Nom', 'Nom']:['1', '3']:['stewardship.n', 'economy.n']:"{'économat': ""{'hypernym': 'position.n 'eng_derivative': 'steward.n} "", 'économie': ""{'hypernym': 'system.n 'eng_derivative': 'economist.n}""}"
85:['ale', 'île']:['al', 'il']:['a', 'i']:['Nom', 'Nom']:['1', '1']:['ale.n', 'isle.n']:"{'ale': ""{'hypernym': 'beer.n} "", 'île': ""{'instance_hypernym': 'island.n 'eng_derivative': 'isle.n}""}"
86:['allusion', 'illusion']:['alyzjɔ̃', 'ilyzjɔ̃']:['a', 'i']:['Nom', 'Nom']:['2', '1']:['hint.n', 'illusion.n']:"{'allusion': ""{'hypernym': 'indication.n 'eng_derivative': 'hint.v} "", 'illusion': ""{'hypernym': 'appearance.n 'eng_derivative': 'illusional.s}""}"
87:['ana', 'ani']:['ana', 'ani']:['a', 'i']:['Nom', 'Nom']:['1', '2']:['pineapple.n', 'ani.n']:"{'ana': ""{'hypernym': 'herb.n 'holo_member': 'ananas.n} "", 'ani': ""{'hypernym': 'cuckoo.n 'holo_member': 'crotophaga.n}""}"
88:['ana', 'anis']:['ana', 'ani']:['a', 'i']:['Nom', 'Nom']:['1', '2']:['pineapple.n', 'anise.n']:"{'ana': ""{'hypernym': 'herb.n 'holo_member': 'ananas.n} "", 'anis': ""{'hypernym': 'herb.n 'holo_member': 'pimpinella.n}""}"
89:['apparemment', 'appariement']:['apaʁamɑ̃', 'apaʁimɑ̃']:['a', 'i']:['Adverbe', 'Nom']:['1', '2']:['', 'synapsis.n']:"{'apparemment': ""{'near_antonym': ' ' 'derived': 'external.a} "", 'appariement': ""{'hypernym': 'organic_process.n 'holo_part': 'leptotene.n}""}"
